"state","sex","year","age","f12","gkv.pop","rate","rate.age.std"
"Brandenburg","total",2009,"25-29",204,125650,1.62355750099483,NA
"Brandenburg","total",2009,"30-34",107,111100,0.963096309630963,NA
"Brandenburg","total",2009,"35-44",81,285619,0.283594578792027,NA
"Brandenburg","total",2009,"45-64",95,673235,0.141109716518006,NA
"Brandenburg","total",2010,"15-19",140,75795,1.84708753875585,NA
"Brandenburg","total",2010,"15-64",994,1416333,0.701812356274972,0.740923045445193
"Brandenburg","total",2010,"20-24",278,140336,1.98095998175807,NA
"Brandenburg","total",2010,"25-29",252,125033,2.01546791647005,NA
"Brandenburg","total",2010,"30-34",143,116964,1.22259840634725,NA
"Brandenburg","total",2010,"35-44",92,267909,0.343400184390969,NA
"Brandenburg","total",2010,"45-64",89,690296,0.128930198059963,NA
"Brandenburg","total",2011,"15-19",145,72703,1.99441563621859,NA
"Brandenburg","total",2011,"15-64",1099,1404373,0.782555631587904,0.848300237860235
"Brandenburg","total",2011,"20-24",300,125402,2.39230634280155,NA
"Brandenburg","total",2011,"25-29",282,124259,2.26945331927667,NA
"Brandenburg","total",2011,"30-34",167,120708,1.38350399310733,NA
"Brandenburg","total",2011,"35-44",117,253487,0.461562131391353,NA
"Brandenburg","total",2011,"45-64",88,707814,0.124326447343511,NA
"Brandenburg","total",2012,"15-19",160,74411,2.15021972557821,NA
"Brandenburg","total",2012,"15-64",1209,1394813,0.866782859064262,0.966973152705465
"Brandenburg","total",2012,"20-24",282,108380,2.60195608045765,NA
"Brandenburg","total",2012,"25-29",296,124596,2.37567819191627,NA
"Brandenburg","total",2012,"30-34",219,123407,1.77461570251282,NA
"Brandenburg","total",2012,"35-44",154,245934,0.626184260817943,NA
"Brandenburg","total",2012,"45-64",98,718085,0.136474094292458,NA
"Brandenburg","total",2013,"15-19",214,78000,2.74358974358974,NA
"Brandenburg","total",2013,"15-64",1537,1389063,1.10650128899841,1.2649275998923
"Brandenburg","total",2013,"20-24",347,92261,3.76106914080706,NA
"Brandenburg","total",2013,"25-29",392,125374,3.12664507792684,NA
"Brandenburg","total",2013,"30-34",280,125183,2.23672543396468,NA
"Brandenburg","total",2013,"35-44",184,242338,0.759270110341754,NA
"Brandenburg","total",2013,"45-64",120,725907,0.165310432328108,NA
"Brandenburg","total",2014,"15-19",254,82208,3.08972362787077,NA
"Brandenburg","total",2014,"15-64",1722,1385888,1.24252464845644,1.45036085475191
"Brandenburg","total",2014,"20-24",348,79102,4.39938307501707,NA
"Brandenburg","total",2014,"25-29",437,125849,3.47241535490945,NA
"Brandenburg","total",2014,"30-34",321,127659,2.51451131530092,NA
"Brandenburg","total",2014,"35-44",229,241355,0.948809844420045,NA
"Brandenburg","total",2014,"45-64",133,729715,0.182262938270421,NA
"Brandenburg","total",2015,"15-19",314,85644,3.6663397319135,NA
"Brandenburg","total",2015,"15-64",2163,1381621,1.56555234756854,1.86207542140979
"Brandenburg","total",2015,"20-24",400,69721,5.73715236442392,NA
"Brandenburg","total",2015,"25-29",476,124396,3.82648959773626,NA
"Brandenburg","total",2015,"30-34",454,129772,3.49844342385106,NA
"Brandenburg","total",2015,"35-44",351,243283,1.44276418820879,NA
"Brandenburg","total",2015,"45-64",168,728805,0.230514335110215,NA
"Brandenburg","total",2016,"15-19",349,88553,3.94114259257168,NA
"Brandenburg","total",2016,"15-64",2433,1383444,1.75865448836382,2.08911188293644
"Brandenburg","total",2016,"20-24",458,70630,6.48449667280193,NA
"Brandenburg","total",2016,"25-29",505,117484,4.29845766231997,NA
"Brandenburg","total",2016,"30-34",517,132868,3.89107986874191,NA
"Brandenburg","total",2016,"35-44",407,247050,1.64743978951629,NA
"Brandenburg","total",2016,"45-64",197,726859,0.271029181725754,NA
"Brandenburg","total",2017,"15-19",391,90328,4.32866885129749,NA
"Brandenburg","total",2017,"15-64",2890,1382823,2.08992763354384,2.4545631928339
"Brandenburg","total",2017,"20-24",550,74048,7.42761452031115,NA
"Brandenburg","total",2017,"25-29",505,107246,4.70880032821737,NA
"Brandenburg","total",2017,"30-34",595,136452,4.36050772432797,NA
"Brandenburg","total",2017,"35-44",573,254797,2.24884908378042,NA
"Brandenburg","total",2017,"45-64",276,719952,0.383358890592706,NA
"Brandenburg","total",2018,"15-19",417,91898,4.53763955690004,NA
"Brandenburg","total",2018,"15-64",3221,1378318,2.33690628722835,2.72569641501844
"Brandenburg","total",2018,"20-24",598,78070,7.65979249391572,NA
"Brandenburg","total",2018,"25-29",556,94315,5.89513863118274,NA
"Brandenburg","total",2018,"30-34",648,138975,4.66270912034539,NA
"Brandenburg","total",2018,"35-44",699,266513,2.62276136623729,NA
"Brandenburg","total",2018,"45-64",303,708547,0.427635710827934,NA
"Brandenburg","total",2019,"15-19",427,92656,4.60844413745467,NA
"Brandenburg","total",2019,"15-64",3532,1371576,2.57513983913396,2.98714214054513
"Brandenburg","total",2019,"20-24",655,81556,8.03129138260827,NA
"Brandenburg","total",2019,"25-29",529,82499,6.41219893574468,NA
"Brandenburg","total",2019,"30-34",740,139850,5.29138362531284,NA
"Brandenburg","total",2019,"35-44",857,277270,3.09085007393515,NA
"Brandenburg","total",2019,"45-64",324,697745,0.464353022952511,NA
"Brandenburg","total",2020,"15-19",421,92973,4.52819635808245,NA
"Brandenburg","total",2020,"15-64",3769,1367922,2.75527405802378,3.18490842734004
"Brandenburg","total",2020,"20-24",729,86017,8.47506888173268,NA
"Brandenburg","total",2020,"25-29",527,73507,7.16938522861768,NA
"Brandenburg","total",2020,"30-34",724,139137,5.20350445963331,NA
"Brandenburg","total",2020,"35-44",994,289016,3.43925595814765,NA
"Brandenburg","total",2020,"45-64",374,687272,0.544180470032243,NA
"Brandenburg","total",2021,"15-19",395,94232,4.19178198488836,NA
"Brandenburg","total",2021,"15-64",4143,1363375,3.03878243329972,3.49037068992757
"Brandenburg","total",2021,"20-24",782,86979,8.99067591027719,NA
"Brandenburg","total",2021,"25-29",593,73075,8.11495039343141,NA
"Brandenburg","total",2021,"30-34",700,130771,5.35286875530508,NA
"Brandenburg","total",2021,"35-44",1204,299208,4.0239565787011,NA
"Brandenburg","total",2021,"45-64",469,679110,0.690609768667815,NA
"Brandenburg","women",2009,"15-19",26,44053,0.590198170385672,NA
"Brandenburg","women",2009,"15-64",254,726644,0.349552187866411,0.3538369355104
"Brandenburg","women",2009,"20-24",65,69824,0.930912007332722,NA
"Brandenburg","women",2009,"25-29",37,60209,0.614526067531432,NA
"Brandenburg","women",2009,"30-34",33,56062,0.588634012343477,NA
"Brandenburg","women",2009,"35-44",38,149595,0.254019185133193,NA
"Brandenburg","women",2009,"45-64",55,346901,0.158546674699698,NA
"Brandenburg","women",2010,"15-19",26,36938,0.703882180951865,NA
"Brandenburg","women",2010,"15-64",235,719419,0.326652479292318,0.342202406206577
"Brandenburg","women",2010,"20-24",50,67770,0.737789582411096,NA
"Brandenburg","women",2010,"25-29",40,59679,0.670252517636019,NA
"Brandenburg","women",2010,"30-34",35,58853,0.59470205427081,NA
"Brandenburg","women",2010,"35-44",43,140314,0.306455521188192,NA
"Brandenburg","women",2010,"45-64",41,355865,0.115212229356638,NA
"Brandenburg","women",2011,"15-19",27,35098,0.769274602541455,NA
"Brandenburg","women",2011,"15-64",249,714041,0.348719471290864,0.375767107258546
"Brandenburg","women",2011,"20-24",49,60706,0.807168978354693,NA
"Brandenburg","women",2011,"25-29",54,59633,0.905538879479483,NA
"Brandenburg","women",2011,"30-34",38,60704,0.62598840274117,NA
"Brandenburg","women",2011,"35-44",47,132491,0.354741076752383,NA
"Brandenburg","women",2011,"45-64",34,365409,0.0930464219545769,NA
"Brandenburg","women",2012,"15-19",34,35981,0.944943164447903,NA
"Brandenburg","women",2012,"15-64",303,708933,0.427402871639492,0.468121133285974
"Brandenburg","women",2012,"20-24",69,52262,1.32027094255865,NA
"Brandenburg","women",2012,"25-29",73,60223,1.21216146654932,NA
"Brandenburg","women",2012,"30-34",37,61512,0.601508648718949,NA
"Brandenburg","women",2012,"35-44",52,127954,0.406396048579958,NA
"Brandenburg","women",2012,"45-64",38,371001,0.102425599930997,NA
"Brandenburg","women",2013,"15-19",57,37774,1.50897442685445,NA
"Brandenburg","women",2013,"15-64",363,705944,0.514205092755233,0.580800919139476
"Brandenburg","women",2013,"20-24",72,44523,1.61714170204164,NA
"Brandenburg","women",2013,"25-29",100,60831,1.64389867008598,NA
"Brandenburg","women",2013,"30-34",53,62147,0.852816708771139,NA
"Brandenburg","women",2013,"35-44",41,125286,0.327251249141963,NA
"Brandenburg","women",2013,"45-64",40,375383,0.106557835597243,NA
"Brandenburg","women",2014,"15-19",79,39837,1.98308105530035,NA
"Brandenburg","women",2014,"15-64",448,703667,0.636664786042261,0.739518753422635
"Brandenburg","women",2014,"20-24",93,38035,2.44511634021296,NA
"Brandenburg","women",2014,"25-29",108,61372,1.75976015120902,NA
"Brandenburg","women",2014,"30-34",68,63234,1.07537084479868,NA
"Brandenburg","women",2014,"35-44",49,123831,0.395700591935783,NA
"Brandenburg","women",2014,"45-64",51,377358,0.135150175695228,NA
"Brandenburg","women",2015,"15-19",119,41580,2.86195286195286,NA
"Brandenburg","women",2015,"15-64",537,700998,0.766050687733774,0.904075208352781
"Brandenburg","women",2015,"20-24",94,33494,2.8064728010987,NA
"Brandenburg","women",2015,"25-29",114,60804,1.87487665285179,NA
"Brandenburg","women",2015,"30-34",82,64129,1.27867267538867,NA
"Brandenburg","women",2015,"35-44",76,124099,0.612414282145706,NA
"Brandenburg","women",2015,"45-64",52,376892,0.13797055920529,NA
"Brandenburg","women",2016,"15-19",117,42907,2.72682779033724,NA
"Brandenburg","women",2016,"15-64",602,699401,0.860736544557414,1.02355927819022
"Brandenburg","women",2016,"20-24",111,33045,3.35905583295506,NA
"Brandenburg","women",2016,"25-29",127,57232,2.21903830025161,NA
"Brandenburg","women",2016,"30-34",104,65526,1.58715624332326,NA
"Brandenburg","women",2016,"35-44",88,125195,0.702903470585886,NA
"Brandenburg","women",2016,"45-64",55,375496,0.146472931802203,NA
"Brandenburg","women",2017,"15-19",150,43700,3.4324942791762,NA
"Brandenburg","women",2017,"15-64",750,697276,1.07561424744291,1.26824644599161
"Brandenburg","women",2017,"20-24",142,34342,4.13487857434046,NA
"Brandenburg","women",2017,"25-29",124,51915,2.38851969565636,NA
"Brandenburg","women",2017,"30-34",139,67441,2.06106077905132,NA
"Brandenburg","women",2017,"35-44",116,128431,0.903208726865009,NA
"Brandenburg","women",2017,"45-64",79,371447,0.212681755405213,NA
"Brandenburg","women",2018,"15-19",138,44471,3.10314587034247,NA
"Brandenburg","women",2018,"15-64",797,693637,1.14901598386476,1.35604131532663
"Brandenburg","women",2018,"20-24",162,36246,4.46945869889091,NA
"Brandenburg","women",2018,"25-29",133,45726,2.90862966364869,NA
"Brandenburg","women",2018,"30-34",151,68799,2.19479934301371,NA
"Brandenburg","women",2018,"35-44",141,133504,1.0561481303931,NA
"Brandenburg","women",2018,"45-64",72,364891,0.197319199432159,NA
"Brandenburg","women",2019,"15-19",138,44722,3.08572961853227,NA
"Brandenburg","women",2019,"15-64",871,690139,1.26206459858087,1.47579883102017
"Brandenburg","women",2019,"20-24",175,38043,4.60005782929843,NA
"Brandenburg","women",2019,"25-29",128,39897,3.2082612727774,NA
"Brandenburg","women",2019,"30-34",165,69604,2.37055341647032,NA
"Brandenburg","women",2019,"35-44",178,138868,1.28179278163436,NA
"Brandenburg","women",2019,"45-64",87,359005,0.242336457709503,NA
"Brandenburg","women",2020,"15-19",140,44771,3.1270241897657,NA
"Brandenburg","women",2020,"15-64",958,688382,1.39166916043708,1.62170106249218
"Brandenburg","women",2020,"20-24",194,40399,4.80209906185797,NA
"Brandenburg","women",2020,"25-29",135,35506,3.80217428040331,NA
"Brandenburg","women",2020,"30-34",181,69622,2.59975295165321,NA
"Brandenburg","women",2020,"35-44",217,144675,1.49991359944704,NA
"Brandenburg","women",2020,"45-64",91,353409,0.257492027650682,NA
"Brandenburg","women",2021,"15-19",124,45546,2.72252228516225,NA
"Brandenburg","women",2021,"15-64",1077,685860,1.57029131309597,1.81325445930456
"Brandenburg","women",2021,"20-24",210,40802,5.14680652909171,NA
"Brandenburg","women",2021,"25-29",154,35065,4.39184371880793,NA
"Brandenburg","women",2021,"30-34",178,65799,2.70520828584021,NA
"Brandenburg","women",2021,"35-44",292,149710,1.95043751252421,NA
"Brandenburg","women",2021,"45-64",119,348938,0.34103479701265,NA
"Bremen","men",2009,"15-19",52,14480,3.59116022099448,NA
"Bremen","men",2009,"15-64",513,177370,2.89225911935502,2.80582013653288
"Bremen","men",2009,"20-24",91,16308,5.58008339465293,NA
"Bremen","men",2009,"25-29",118,18536,6.36599050496331,NA
"Bremen","men",2009,"30-34",73,17288,4.22258213789912,NA
"Bremen","men",2009,"35-44",114,39926,2.85528227220358,NA
"Bremen","men",2009,"45-64",65,70832,0.917664332505083,NA
"Bremen","men",2010,"15-19",65,14096,4.61123723041998,NA
"Bremen","men",2010,"15-64",635,178413,3.55915768469786,3.47914988933872
"Bremen","men",2010,"20-24",110,16777,6.55659533885677,NA
"Bremen","men",2010,"25-29",134,18568,7.21671693235674,NA
"Bremen","men",2010,"30-34",102,17781,5.73646026657668,NA
"Bremen","men",2010,"35-44",136,38419,3.53991514615164,NA
"Bremen","men",2010,"45-64",88,72772,1.20925630737097,NA
"Bremen","men",2011,"15-19",58,13950,4.15770609318996,NA
"Bremen","men",2011,"15-64",644,178542,3.60699443268251,3.54626601090788
"Bremen","men",2011,"20-24",112,16779,6.6750104297038,NA
"Bremen","men",2011,"25-29",132,18603,7.09562973713917,NA
"Bremen","men",2011,"30-34",112,18168,6.16468516072215,NA
"Bremen","men",2011,"35-44",137,36875,3.71525423728814,NA
"Bremen","men",2011,"45-64",93,74167,1.25392694864293,NA
"Bremen","men",2012,"15-19",49,13902,3.52467270896274,NA
"Bremen","men",2012,"15-64",700,179591,3.89774543267758,3.84971909055146
"Bremen","men",2012,"20-24",129,17093,7.54694904346809,NA
"Bremen","men",2012,"25-29",127,18784,6.76107325383305,NA
"Bremen","men",2012,"30-34",122,18469,6.6056635443175,NA
"Bremen","men",2012,"35-44",155,35770,4.33324014537322,NA
"Bremen","men",2012,"45-64",118,75573,1.56140420520556,NA
"Bremen","men",2013,"15-19",57,13942,4.08836608807918,NA
"Bremen","men",2013,"15-64",824,181026,4.55183233347696,4.52547247523506
"Bremen","men",2013,"20-24",138,17062,8.08814910327043,NA
"Bremen","men",2013,"25-29",129,19559,6.5954292141725,NA
"Bremen","men",2013,"30-34",157,18804,8.34928738566263,NA
"Bremen","men",2013,"35-44",204,34959,5.83540719128121,NA
"Bremen","men",2013,"45-64",139,76700,1.8122555410691,NA
"Bremen","men",2014,"15-19",64,13976,4.57927876359473,NA
"Bremen","men",2014,"15-64",947,183582,5.15845780087372,5.11208509205066
"Bremen","men",2014,"20-24",156,17273,9.03143634574191,NA
"Bremen","men",2014,"25-29",159,20322,7.82403306761146,NA
"Bremen","men",2014,"30-34",169,19347,8.73520442445857,NA
"Bremen","men",2014,"35-44",223,34878,6.39371523596536,NA
"Bremen","men",2014,"45-64",176,77786,2.26261795181652,NA
"Bremen","men",2015,"15-19",79,14179,5.57162000141054,NA
"Bremen","men",2015,"15-64",1212,185738,6.52532061290635,6.46471511243653
"Bremen","men",2015,"20-24",166,17061,9.72979309536369,NA
"Bremen","men",2015,"25-29",222,21225,10.4593639575972,NA
"Bremen","men",2015,"30-34",195,19678,9.90954365281024,NA
"Bremen","men",2015,"35-44",316,35109,9.00054117177932,NA
"Bremen","men",2015,"45-64",234,78486,2.98142343857503,NA
"Bremen","men",2016,"15-19",96,14300,6.71328671328671,NA
"Bremen","men",2016,"15-64",1504,190368,7.90048747688687,7.81418463137448
"Bremen","men",2016,"20-24",200,17691,11.3051834266011,NA
"Bremen","men",2016,"25-29",251,22208,11.3022334293948,NA
"Bremen","men",2016,"30-34",256,20567,12.4471240336461,NA
"Bremen","men",2016,"35-44",396,36068,10.9792613951425,NA
"Bremen","men",2016,"45-64",305,79534,3.83483793094777,NA
"Bremen","men",2017,"15-19",88,14292,6.1572907920515,NA
"Bremen","men",2017,"15-64",1747,194762,8.96992226409669,8.80145077009842
"Bremen","men",2017,"20-24",226,18634,12.1283675002683,NA
"Bremen","men",2017,"25-29",320,22897,13.9756299951959,NA
"Bremen","men",2017,"30-34",267,21366,12.4964897500702,NA
"Bremen","men",2017,"35-44",466,37293,12.4956426138954,NA
"Bremen","men",2017,"45-64",380,80280,4.73343298455406,NA
"Bremen","men",2018,"15-19",84,14180,5.92383638928068,NA
"Bremen","men",2018,"15-64",1809,196287,9.21609683779364,9.0374606436378
"Bremen","men",2018,"20-24",253,18917,13.3742136702437,NA
"Bremen","men",2018,"25-29",299,22605,13.2271621322716,NA
"Bremen","men",2018,"30-34",308,21898,14.0652114348342,NA
"Bremen","men",2018,"35-44",452,38052,11.8784820771576,NA
"Bremen","men",2018,"45-64",413,80635,5.12184535251442,NA
"Bremen","men",2019,"15-19",83,14137,5.87111834193959,NA
"Bremen","men",2019,"15-64",1959,196724,9.95811390577662,9.75012257630881
"Bremen","men",2019,"20-24",254,19406,13.0887354426466,NA
"Bremen","men",2019,"25-29",338,22509,15.0162157359279,NA
"Bremen","men",2019,"30-34",322,22288,14.4472361809045,NA
"Bremen","men",2019,"35-44",493,38005,12.9719773713985,NA
"Bremen","men",2019,"45-64",469,80379,5.83485736324164,NA
"Bremen","men",2020,"15-19",67,14065,4.76359758265197,NA
"Bremen","men",2020,"15-64",1971,198968,9.90611555627035,9.67148183717784
"Bremen","men",2020,"20-24",258,19859,12.9915907145375,NA
"Bremen","men",2020,"25-29",339,22359,15.1616798604589,NA
"Bremen","men",2020,"30-34",303,23071,13.1333708985306,NA
"Bremen","men",2020,"35-44",527,39062,13.4913726895704,NA
"Bremen","men",2020,"45-64",477,80552,5.92164067931274,NA
"Bremen","men",2021,"15-19",81,13847,5.84964252184589,NA
"Bremen","men",2021,"15-64",2097,198044,10.5885560784472,10.32550363042
"Bremen","men",2021,"20-24",290,19487,14.8817160158054,NA
"Bremen","men",2021,"25-29",327,22278,14.6781578238621,NA
"Bremen","men",2021,"30-34",355,23134,15.3453790957033,NA
"Bremen","men",2021,"35-44",545,39334,13.8556973610617,NA
"Bremen","men",2021,"45-64",499,79964,6.2403081386624,NA
"Bremen","total",2009,"15-19",71,28136,2.52345749218084,NA
"Bremen","total",2009,"15-64",691,366567,1.8850578475422,1.80352759502424
"Bremen","total",2009,"20-24",123,34115,3.60545214714935,NA
"Bremen","total",2009,"25-29",160,38440,4.16233090530697,NA
"Bremen","total",2009,"30-34",97,34792,2.787997240745,NA
"Bremen","total",2009,"35-44",152,80615,1.88550517893692,NA
"Bremen","total",2009,"45-64",88,150469,0.58483807295855,NA
"Bremen","total",2010,"15-19",84,27673,3.03544971633,NA
"Bremen","total",2010,"15-64",845,368368,2.29390175042349,2.21519412243762
"Bremen","total",2010,"20-24",151,34904,4.32615173046069,NA
"Bremen","total",2010,"25-29",177,38521,4.59489629033514,NA
"Bremen","total",2010,"30-34",132,35561,3.71193161047215,NA
"Bremen","total",2010,"35-44",181,77554,2.33385769915156,NA
"Bremen","total",2010,"45-64",120,154155,0.778437287146054,NA
"Bremen","total",2011,"15-19",88,27295,3.22403370580692,NA
"Bremen","total",2011,"15-64",854,367834,2.32169946225743,2.25956607037207
"Bremen","total",2011,"20-24",149,34776,4.28456406717276,NA
"Bremen","total",2011,"25-29",167,38260,4.36487192890748,NA
"Bremen","total",2011,"30-34",143,36189,3.95147696813949,NA
"Bremen","total",2011,"35-44",178,74631,2.38506786724016,NA
"Bremen","total",2011,"45-64",129,156683,0.823318419994511,NA
"Bremen","total",2012,"15-19",71,27158,2.61433095220561,NA
"Bremen","total",2012,"15-64",931,369210,2.52160017334308,2.46242732669286
"Bremen","total",2012,"20-24",174,35144,4.95105850216253,NA
"Bremen","total",2012,"25-29",175,38427,4.55408957243605,NA
"Bremen","total",2012,"30-34",159,36872,4.31221523106965,NA
"Bremen","total",2012,"35-44",194,72486,2.67637888695748,NA
"Bremen","total",2012,"45-64",158,159123,0.992942566442312,NA
"Bremen","total",2013,"15-19",84,27191,3.08925747489978,NA
"Bremen","total",2013,"15-64",1117,370709,3.01314508145203,2.96624806100345
"Bremen","total",2013,"20-24",191,34602,5.51991214380672,NA
"Bremen","total",2013,"25-29",188,39542,4.75443831874968,NA
"Bremen","total",2013,"30-34",206,37558,5.4848500985143,NA
"Bremen","total",2013,"35-44",256,70587,3.62673013444402,NA
"Bremen","total",2013,"45-64",192,161229,1.1908527622202,NA
"Bremen","total",2014,"15-19",100,27448,3.643252696007,NA
"Bremen","total",2014,"15-64",1232,374275,3.29169728141073,3.23517857440227
"Bremen","total",2014,"20-24",205,34868,5.87931627853619,NA
"Bremen","total",2014,"25-29",208,40925,5.08246792913867,NA
"Bremen","total",2014,"30-34",215,38369,5.6034819776382,NA
"Bremen","total",2014,"35-44",268,69970,3.83021294840646,NA
"Bremen","total",2014,"45-64",236,162695,1.45056701189342,NA
"Bremen","total",2015,"15-19",114,27677,4.11894352711638,NA
"Bremen","total",2015,"15-64",1581,376894,4.1948133958089,4.11937675748707
"Bremen","total",2015,"20-24",227,34515,6.57685064464725,NA
"Bremen","total",2015,"25-29",301,42132,7.14421342447546,NA
"Bremen","total",2015,"30-34",257,38823,6.61978723952296,NA
"Bremen","total",2015,"35-44",370,70186,5.27170660815547,NA
"Bremen","total",2015,"45-64",312,163561,1.90754519720471,NA
"Bremen","total",2016,"15-19",134,27836,4.81391004454663,NA
"Bremen","total",2016,"15-64",1944,382943,5.0764735221691,4.99311164639721
"Bremen","total",2016,"20-24",270,35063,7.70042494937684,NA
"Bremen","total",2016,"25-29",337,43409,7.76336704370062,NA
"Bremen","total",2016,"30-34",321,40180,7.98904927824788,NA
"Bremen","total",2016,"35-44",475,71307,6.6613375965894,NA
"Bremen","total",2016,"45-64",407,165148,2.46445612420374,NA
"Bremen","total",2017,"15-19",122,27812,4.38659571408025,NA
"Bremen","total",2017,"15-64",2250,389500,5.77663671373556,5.65707599998812
"Bremen","total",2017,"20-24",293,36356,8.05919243041039,NA
"Bremen","total",2017,"25-29",413,44353,9.31165873785313,NA
"Bremen","total",2017,"30-34",349,41320,8.44627299128751,NA
"Bremen","total",2017,"35-44",580,73384,7.90363021912133,NA
"Bremen","total",2017,"45-64",493,166275,2.96496767403398,NA
"Bremen","total",2018,"15-19",117,27567,4.24420502775057,NA
"Bremen","total",2018,"15-64",2319,391525,5.92299342315306,5.79531325603854
"Bremen","total",2018,"20-24",321,36765,8.73113015095879,NA
"Bremen","total",2018,"25-29",388,43636,8.89174076450637,NA
"Bremen","total",2018,"30-34",396,42359,9.34866262187493,NA
"Bremen","total",2018,"35-44",576,74714,7.70939850630404,NA
"Bremen","total",2018,"45-64",521,166484,3.12942985512121,NA
"Bremen","total",2019,"15-19",117,27357,4.27678473516833,NA
"Bremen","total",2019,"15-64",2496,391950,6.3681592039801,6.21060746735522
"Bremen","total",2019,"20-24",341,37413,9.11447892443803,NA
"Bremen","total",2019,"25-29",432,43316,9.97322005725367,NA
"Bremen","total",2019,"30-34",414,43200,9.58333333333333,NA
"Bremen","total",2019,"35-44",605,75032,8.06322635675445,NA
"Bremen","total",2019,"45-64",587,165632,3.54400115919629,NA
"Bremen","total",2020,"15-19",118,27134,4.34878749907865,NA
"Bremen","total",2020,"15-64",2581,394913,6.53561670545158,6.36207174420495
"Bremen","total",2020,"20-24",343,38012,9.02346627380827,NA
"Bremen","total",2020,"25-29",441,43202,10.2078607471876,NA
"Bremen","total",2020,"30-34",414,44424,9.3192868719611,NA
"Bremen","total",2020,"35-44",652,76615,8.51008288194218,NA
"Bremen","total",2020,"45-64",613,165526,3.70334569795682,NA
"Bremen","total",2021,"15-19",127,26743,4.74890625584265,NA
"Bremen","total",2021,"15-64",2749,392210,7.009000280462,6.81706451617464
"Bremen","total",2021,"20-24",391,37309,10.4800450293495,NA
"Bremen","total",2021,"25-29",431,42727,10.0872984295644,NA
"Bremen","total",2021,"30-34",470,44207,10.6318003936028,NA
"Bremen","total",2021,"35-44",692,77102,8.97512386189723,NA
"Bremen","total",2021,"45-64",638,164122,3.88735209173664,NA
"Bremen","women",2009,"15-19",19,13656,1.39132981839484,NA
"Bremen","women",2009,"15-64",178,189197,0.940818300501594,0.887020629122447
"Bremen","women",2009,"20-24",32,17807,1.79704610546414,NA
"Bremen","women",2009,"25-29",42,19904,2.11012861736334,NA
"Bremen","women",2009,"30-34",24,17504,1.37111517367459,NA
"Bremen","women",2009,"35-44",38,40689,0.933913342672467,NA
"Bremen","women",2009,"45-64",23,79637,0.288810477541846,NA
"Bremen","women",2010,"15-19",19,13577,1.39942549900567,NA
"Bremen","women",2010,"15-64",210,189955,1.10552499276144,1.05258426576099
"Bremen","women",2010,"20-24",41,18127,2.26181938544712,NA
"Bremen","women",2010,"25-29",43,19953,2.15506440134316,NA
"Bremen","women",2010,"30-34",30,17780,1.68728908886389,NA
"Bremen","women",2010,"35-44",45,39135,1.14986584898429,NA
"Bremen","women",2010,"45-64",32,81383,0.393202511581043,NA
"Bremen","women",2011,"15-19",30,13345,2.24803297115024,NA
"Bremen","women",2011,"15-64",210,189292,1.1093971219069,1.07113446162353
"Bremen","women",2011,"20-24",37,17997,2.05589820525643,NA
"Bremen","women",2011,"25-29",35,19657,1.78053619575724,NA
"Bremen","women",2011,"30-34",31,18021,1.72021530436713,NA
"Bremen","women",2011,"35-44",41,37756,1.08592011865664,NA
"Bremen","women",2011,"45-64",36,82516,0.436279024674003,NA
"Bremen","women",2012,"15-19",22,13256,1.65962582981291,NA
"Bremen","women",2012,"15-64",231,189619,1.21823235013369,1.16980844644398
"Bremen","women",2012,"20-24",45,18051,2.49293667940834,NA
"Bremen","women",2012,"25-29",48,19643,2.44361859186479,NA
"Bremen","women",2012,"30-34",37,18403,2.01054175949573,NA
"Bremen","women",2012,"35-44",39,36716,1.06220721211461,NA
"Bremen","women",2012,"45-64",40,83550,0.478755236385398,NA
"Bremen","women",2013,"15-19",27,13249,2.03788965204921,NA
"Bremen","women",2013,"15-64",293,189683,1.54468244386687,1.4928511322667
"Bremen","women",2013,"20-24",53,17540,3.02166476624857,NA
"Bremen","women",2013,"25-29",59,19983,2.95250963318821,NA
"Bremen","women",2013,"30-34",49,18754,2.61277594113256,NA
"Bremen","women",2013,"35-44",52,35628,1.45952621533625,NA
"Bremen","women",2013,"45-64",53,84529,0.627003750192242,NA
"Bremen","women",2014,"15-19",36,13472,2.67220902612827,NA
"Bremen","women",2014,"15-64",285,190693,1.49454882979449,1.44731073320622
"Bremen","women",2014,"20-24",49,17595,2.78488206876954,NA
"Bremen","women",2014,"25-29",49,20603,2.37829442314226,NA
"Bremen","women",2014,"30-34",46,19022,2.41825254967932,NA
"Bremen","women",2014,"35-44",45,35092,1.2823435540864,NA
"Bremen","women",2014,"45-64",60,84909,0.70663887220436,NA
"Bremen","women",2015,"15-19",35,13498,2.59297673729441,NA
"Bremen","women",2015,"15-64",369,191156,1.93036054322124,1.85600712559456
"Bremen","women",2015,"20-24",61,17454,3.49490088231924,NA
"Bremen","women",2015,"25-29",79,20907,3.77863873343856,NA
"Bremen","women",2015,"30-34",62,19145,3.23844345782189,NA
"Bremen","women",2015,"35-44",54,35077,1.53947030817915,NA
"Bremen","women",2015,"45-64",78,85075,0.916838084043491,NA
"Bremen","women",2016,"15-19",38,13536,2.80732860520095,NA
"Bremen","women",2016,"15-64",440,192575,2.28482409450863,2.21222931551392
"Bremen","women",2016,"20-24",70,17372,4.02947271471333,NA
"Bremen","women",2016,"25-29",86,21201,4.05641243337578,NA
