"state","sex","year","age","f12","gkv.pop","rate","rate.age.std"
"Baden-Württemberg","men",2009,"15-19",317,275854,1.14915861288943,NA
"Baden-Württemberg","men",2009,"15-64",3612,2772834,1.30263838368976,1.27026076857185
"Baden-Württemberg","men",2009,"20-24",852,280364,3.03890656432352,NA
"Baden-Württemberg","men",2009,"25-29",882,272963,3.23120715994475,NA
"Baden-Württemberg","men",2009,"30-34",516,246911,2.08982183863821,NA
"Baden-Württemberg","men",2009,"35-44",611,598773,1.02042009242234,NA
"Baden-Württemberg","men",2009,"45-64",434,1097969,0.395275276442231,NA
"Baden-Württemberg","men",2010,"15-19",345,268736,1.28378780662062,NA
"Baden-Württemberg","men",2010,"15-64",3930,2777908,1.41473367728521,1.39357267593575
"Baden-Württemberg","men",2010,"20-24",844,284921,2.96222461664812,NA
"Baden-Württemberg","men",2010,"25-29",888,270478,3.28307662730425,NA
"Baden-Württemberg","men",2010,"30-34",634,252731,2.50859609624462,NA
"Baden-Württemberg","men",2010,"35-44",691,571460,1.20918349490778,NA
"Baden-Württemberg","men",2010,"45-64",528,1129582,0.467429544734247,NA
"Baden-Württemberg","men",2011,"15-19",405,265118,1.52762166280675,NA
"Baden-Württemberg","men",2011,"15-64",4118,2785595,1.47831971266462,1.45760576092471
"Baden-Württemberg","men",2011,"20-24",859,287605,2.9867352792893,NA
"Baden-Württemberg","men",2011,"25-29",912,271137,3.36361322873676,NA
"Baden-Württemberg","men",2011,"30-34",655,256017,2.5584238546659,NA
"Baden-Württemberg","men",2011,"35-44",738,547811,1.34717995805123,NA
"Baden-Württemberg","men",2011,"45-64",549,1157907,0.474131342154422,NA
"Baden-Württemberg","men",2012,"15-19",487,263929,1.84519321484187,NA
"Baden-Württemberg","men",2012,"15-64",4546,2811309,1.61704031822898,1.59009902217374
"Baden-Württemberg","men",2012,"20-24",985,290725,3.38808152033709,NA
"Baden-Württemberg","men",2012,"25-29",934,276899,3.37307104756608,NA
"Baden-Württemberg","men",2012,"30-34",752,264254,2.84574689503281,NA
"Baden-Württemberg","men",2012,"35-44",786,531789,1.47802982009782,NA
"Baden-Württemberg","men",2012,"45-64",602,1183713,0.508569222438209,NA
"Baden-Württemberg","men",2013,"15-19",589,261694,2.25072030692335,NA
"Baden-Württemberg","men",2013,"15-64",5486,2838107,1.93297856634722,1.90481329701444
"Baden-Württemberg","men",2013,"20-24",1161,290887,3.99124058483191,NA
"Baden-Württemberg","men",2013,"25-29",1042,286905,3.63186420592182,NA
"Baden-Württemberg","men",2013,"30-34",945,272197,3.47175023971609,NA
"Baden-Württemberg","men",2013,"35-44",1010,520947,1.93877688133342,NA
"Baden-Württemberg","men",2013,"45-64",739,1205477,0.613035337878699,NA
"Baden-Württemberg","men",2014,"15-19",731,260079,2.81068444587991,NA
"Baden-Württemberg","men",2014,"15-64",6385,2878977,2.21780167052394,2.17677071864904
"Baden-Württemberg","men",2014,"20-24",1349,292326,4.61471097336535,NA
"Baden-Württemberg","men",2014,"25-29",1194,299795,3.98272152637636,NA
"Baden-Württemberg","men",2014,"30-34",1100,282413,3.89500483334691,NA
"Baden-Württemberg","men",2014,"35-44",1177,519098,2.26739459601077,NA
"Baden-Württemberg","men",2014,"45-64",834,1225266,0.680668524222495,NA
"Baden-Württemberg","men",2015,"15-19",760,259622,2.9273328146305,NA
"Baden-Württemberg","men",2015,"15-64",7115,2924696,2.43273147021092,2.38744169676948
"Baden-Württemberg","men",2015,"20-24",1460,292479,4.99181137791089,NA
"Baden-Württemberg","men",2015,"25-29",1361,314160,4.33218742042271,NA
"Baden-Württemberg","men",2015,"30-34",1238,290069,4.26795003947337,NA
"Baden-Württemberg","men",2015,"35-44",1335,526632,2.53497698582692,NA
"Baden-Württemberg","men",2015,"45-64",961,1241734,0.773917763385717,NA
"Baden-Württemberg","men",2016,"15-19",735,256994,2.85998894915835,NA
"Baden-Württemberg","men",2016,"15-64",8005,2979266,2.68690341849301,2.63469210881008
"Baden-Württemberg","men",2016,"20-24",1627,296955,5.47894462123891,NA
"Baden-Württemberg","men",2016,"25-29",1558,326576,4.77071187104992,NA
"Baden-Württemberg","men",2016,"30-34",1383,301699,4.58403905879701,NA
"Baden-Württemberg","men",2016,"35-44",1600,537955,2.97422646875668,NA
"Baden-Württemberg","men",2016,"45-64",1102,1259087,0.875237374383184,NA
"Baden-Württemberg","men",2017,"15-19",842,253095,3.32681404215808,NA
"Baden-Württemberg","men",2017,"15-64",9459,3036205,3.11540228673624,3.03955510952286
"Baden-Württemberg","men",2017,"20-24",1910,305412,6.25384726205912,NA
"Baden-Württemberg","men",2017,"25-29",1798,337199,5.33216290677019,NA
"Baden-Württemberg","men",2017,"30-34",1580,314201,5.02862817113886,NA
"Baden-Württemberg","men",2017,"35-44",1948,554665,3.51202978374334,NA
"Baden-Württemberg","men",2017,"45-64",1381,1271633,1.08600516029389,NA
"Baden-Württemberg","men",2018,"15-19",941,248314,3.7895567708627,NA
"Baden-Württemberg","men",2018,"15-64",11152,3089677,3.60943878599608,3.51234387606213
"Baden-Württemberg","men",2018,"20-24",2269,308762,7.3487022366742,NA
"Baden-Württemberg","men",2018,"25-29",2028,342076,5.92850711537787,NA
"Baden-Württemberg","men",2018,"30-34",1801,331026,5.44066025025225,NA
"Baden-Württemberg","men",2018,"35-44",2429,576044,4.21669178048899,NA
"Baden-Württemberg","men",2018,"45-64",1684,1283455,1.31208339988547,NA
"Baden-Württemberg","men",2019,"15-19",948,243520,3.89290407358738,NA
"Baden-Württemberg","men",2019,"15-64",13169,3084687,4.2691527535857,4.16230587072201
"Baden-Württemberg","men",2019,"20-24",2615,305192,8.56837662848305,NA
"Baden-Württemberg","men",2019,"25-29",2422,335147,7.22667963609998,NA
"Baden-Württemberg","men",2019,"30-34",2191,336317,6.51468703633774,NA
"Baden-Württemberg","men",2019,"35-44",2947,583057,5.05439433880392,NA
"Baden-Württemberg","men",2019,"45-64",2046,1281454,1.5966238351123,NA
"Baden-Württemberg","men",2020,"15-19",838,239088,3.50498561199224,NA
"Baden-Württemberg","men",2020,"15-64",14371,3099586,4.63642563877886,4.52548654988202
"Baden-Württemberg","men",2020,"20-24",2627,303945,8.64301107108194,NA
"Baden-Württemberg","men",2020,"25-29",2719,330844,8.2183748231795,NA
"Baden-Württemberg","men",2020,"30-34",2425,345560,7.01759462900799,NA
"Baden-Württemberg","men",2020,"35-44",3395,597062,5.68617664497154,NA
"Baden-Württemberg","men",2020,"45-64",2367,1283087,1.84476968436279,NA
"Baden-Württemberg","men",2021,"15-19",697,234175,2.97640653357532,NA
"Baden-Württemberg","men",2021,"15-64",15479,3079548,5.02638698925946,4.92405481193546
"Baden-Württemberg","men",2021,"20-24",2597,294034,8.83231190950706,NA
"Baden-Württemberg","men",2021,"25-29",2972,324001,9.17281119502718,NA
"Baden-Württemberg","men",2021,"30-34",2622,345056,7.59876657701938,NA
"Baden-Württemberg","men",2021,"35-44",3894,605889,6.42691978233637,NA
"Baden-Württemberg","men",2021,"45-64",2697,1276393,2.11298557732611,NA
"Baden-Württemberg","total",2009,"15-19",421,536474,0.784753781171129,NA
"Baden-Württemberg","total",2009,"15-64",4594,5787362,0.793798625349512,0.766233943738241
"Baden-Württemberg","total",2009,"20-24",1085,559015,1.94091392896434,NA
"Baden-Württemberg","total",2009,"25-29",1098,553903,1.98229653928576,NA
"Baden-Württemberg","total",2009,"30-34",633,512597,1.23488822603332,NA
"Baden-Württemberg","total",2009,"35-44",781,1274792,0.61264896547829,NA
"Baden-Württemberg","total",2009,"45-64",576,2350581,0.245045799315148,NA
"Baden-Württemberg","total",2010,"15-19",442,521893,0.846916896758531,NA
"Baden-Württemberg","total",2010,"15-64",4992,5795325,0.861383960347349,0.841899036954447
"Baden-Württemberg","total",2010,"20-24",1064,567228,1.87578892438314,NA
"Baden-Württemberg","total",2010,"25-29",1161,545854,2.12694236920495,NA
"Baden-Württemberg","total",2010,"30-34",783,522849,1.49756430632936,NA
"Baden-Württemberg","total",2010,"35-44",848,1219004,0.69564989122267,NA
"Baden-Württemberg","total",2010,"45-64",694,2418497,0.286955079952549,NA
"Baden-Württemberg","total",2011,"15-19",521,515041,1.01156995268338,NA
"Baden-Württemberg","total",2011,"15-64",5261,5807865,0.905840614408221,0.886842632020772
"Baden-Württemberg","total",2011,"20-24",1100,570106,1.92946574847484,NA
"Baden-Württemberg","total",2011,"25-29",1184,544838,2.17312302005367,NA
"Baden-Württemberg","total",2011,"30-34",815,529740,1.53849058028467,NA
"Baden-Württemberg","total",2011,"35-44",912,1168643,0.780392301156127,NA
"Baden-Württemberg","total",2011,"45-64",729,2479497,0.29401124502268,NA
"Baden-Württemberg","total",2012,"15-19",632,512962,1.23206007462541,NA
"Baden-Württemberg","total",2012,"15-64",5807,5846644,0.993219357976986,0.972754261555903
"Baden-Württemberg","total",2012,"20-24",1221,572930,2.13115040231791,NA
"Baden-Württemberg","total",2012,"25-29",1225,552667,2.21652459799481,NA
"Baden-Württemberg","total",2012,"30-34",959,543067,1.76589628903984,NA
"Baden-Württemberg","total",2012,"35-44",963,1132084,0.850643591818275,NA
"Baden-Württemberg","total",2012,"45-64",807,2532934,0.318602853449794,NA
"Baden-Württemberg","total",2013,"15-19",765,508617,1.50407870755401,NA
"Baden-Württemberg","total",2013,"15-64",6959,5888054,1.18188454114042,1.15915435854618
"Baden-Württemberg","total",2013,"20-24",1461,571034,2.5585166557508,NA
"Baden-Württemberg","total",2013,"25-29",1355,569668,2.37857840005056,NA
"Baden-Württemberg","total",2013,"30-34",1181,555408,2.12636476248091,NA
"Baden-Württemberg","total",2013,"35-44",1210,1104073,1.09594202557258,NA
"Baden-Württemberg","total",2013,"45-64",987,2579254,0.382668787176447,NA
"Baden-Württemberg","total",2014,"15-19",955,505350,1.88977936083902,NA
"Baden-Württemberg","total",2014,"15-64",8100,5942642,1.36303011354209,1.3343057982378
"Baden-Württemberg","total",2014,"20-24",1692,571338,2.96146939289877,NA
"Baden-Württemberg","total",2014,"25-29",1524,589823,2.5838259952562,NA
"Baden-Württemberg","total",2014,"30-34",1385,569238,2.43307720145177,NA
"Baden-Württemberg","total",2014,"35-44",1431,1091634,1.31087892095702,NA
"Baden-Württemberg","total",2014,"45-64",1113,2615259,0.425579263851114,NA
"Baden-Württemberg","total",2015,"15-19",1028,504145,2.0390958950302,NA
"Baden-Württemberg","total",2015,"15-64",9095,6008081,1.51379450443494,1.48345727140003
"Baden-Württemberg","total",2015,"20-24",1850,568423,3.2546184795478,NA
"Baden-Württemberg","total",2015,"25-29",1722,613630,2.80625132408781,NA
"Baden-Württemberg","total",2015,"30-34",1567,578602,2.70825195903229,NA
"Baden-Württemberg","total",2015,"35-44",1647,1098509,1.49930496700528,NA
"Baden-Württemberg","total",2015,"45-64",1281,2644772,0.484351770209304,NA
"Baden-Württemberg","total",2016,"15-19",987,497809,1.98268813942697,NA
"Baden-Württemberg","total",2016,"15-64",10161,6081777,1.67072880179592,1.63922954161688
"Baden-Württemberg","total",2016,"20-24",2067,572955,3.60761316333743,NA
"Baden-Württemberg","total",2016,"25-29",1933,631983,3.05862657698071,NA
"Baden-Württemberg","total",2016,"30-34",1745,594309,2.93618302936688,NA
"Baden-Württemberg","total",2016,"35-44",1992,1111607,1.79200023029722,NA
"Baden-Württemberg","total",2016,"45-64",1437,2673114,0.537575277373131,NA
"Baden-Württemberg","total",2017,"15-19",1131,488680,2.31439797004175,NA
"Baden-Württemberg","total",2017,"15-64",12044,6158980,1.95551860860077,1.91188362072409
"Baden-Württemberg","total",2017,"20-24",2408,584281,4.12130464622331,NA
"Baden-Württemberg","total",2017,"25-29",2273,646739,3.51455533066662,NA
"Baden-Württemberg","total",2017,"30-34",1983,612624,3.23689571417378,NA
"Baden-Württemberg","total",2017,"35-44",2431,1134537,2.14272430075,NA
"Baden-Württemberg","total",2017,"45-64",1818,2692119,0.675304472053427,NA
"Baden-Württemberg","total",2018,"15-19",1254,478241,2.62210893670764,NA
"Baden-Württemberg","total",2018,"15-64",14149,6227931,2.27186203572262,2.21699126131552
"Baden-Württemberg","total",2018,"20-24",2917,587401,4.96594319723664,NA
"Baden-Württemberg","total",2018,"25-29",2535,651385,3.89170766904365,NA
"Baden-Württemberg","total",2018,"30-34",2286,638656,3.5793917226175,NA
"Baden-Württemberg","total",2018,"35-44",3023,1165446,2.59385677242875,NA
"Baden-Württemberg","total",2018,"45-64",2134,2706802,0.788384226108892,NA
"Baden-Württemberg","total",2019,"15-19",1319,469632,2.80858203870264,NA
"Baden-Württemberg","total",2019,"15-64",16784,6220265,2.6982773241976,2.63766468396831
"Baden-Württemberg","total",2019,"20-24",3347,580585,5.76487508289053,NA
"Baden-Württemberg","total",2019,"25-29",3069,640081,4.79470567006363,NA
"Baden-Württemberg","total",2019,"30-34",2744,649503,4.22476878474772,NA
"Baden-Württemberg","total",2019,"35-44",3684,1178039,3.12723093208289,NA
"Baden-Württemberg","total",2019,"45-64",2621,2702425,0.969869654106959,NA
"Baden-Württemberg","total",2020,"15-19",1165,461497,2.52439344134415,NA
"Baden-Württemberg","total",2020,"15-64",18277,6239184,2.92938948426589,2.86658018573132
"Baden-Württemberg","total",2020,"20-24",3432,578109,5.9365967317582,NA
"Baden-Württemberg","total",2020,"25-29",3413,631043,5.40850623491585,NA
"Baden-Württemberg","total",2020,"30-34",3025,666493,4.53868232674612,NA
"Baden-Württemberg","total",2020,"35-44",4222,1199932,3.51853271685396,NA
"Baden-Württemberg","total",2020,"45-64",3020,2702110,1.11764509957034,NA
"Baden-Württemberg","total",2021,"15-19",989,452831,2.18403775359902,NA
"Baden-Württemberg","total",2021,"15-64",19828,6196738,3.19974799644587,3.14239185680476
"Baden-Württemberg","total",2021,"20-24",3486,559554,6.22996171951233,NA
"Baden-Württemberg","total",2021,"25-29",3776,618064,6.10939967382019,NA
"Baden-Württemberg","total",2021,"30-34",3300,665960,4.95525256772178,NA
"Baden-Württemberg","total",2021,"35-44",4835,1214146,3.98222289576377,NA
"Baden-Württemberg","total",2021,"45-64",3442,2686183,1.28137211798303,NA
"Baden-Württemberg","women",2009,"15-19",104,260620,0.399048422991328,NA
"Baden-Württemberg","women",2009,"15-64",982,3014528,0.325755806547493,0.310283865518478
"Baden-Württemberg","women",2009,"20-24",233,278651,0.836171411550649,NA
"Baden-Württemberg","women",2009,"25-29",216,280940,0.768847440734676,NA
"Baden-Württemberg","women",2009,"30-34",117,265686,0.440369458684312,NA
"Baden-Württemberg","women",2009,"35-44",170,676019,0.251472221934591,NA
"Baden-Württemberg","women",2009,"45-64",142,1252612,0.113363116431904,NA
"Baden-Württemberg","women",2010,"15-19",97,253157,0.383161437368905,NA
"Baden-Württemberg","women",2010,"15-64",1062,3017417,0.351956656968526,0.34122842324877
"Baden-Württemberg","women",2010,"20-24",220,282307,0.779293464207405,NA
"Baden-Württemberg","women",2010,"25-29",273,275376,0.991371797106502,NA
"Baden-Württemberg","women",2010,"30-34",149,270118,0.55161077751205,NA
"Baden-Württemberg","women",2010,"35-44",157,647544,0.242454566793917,NA
"Baden-Württemberg","women",2010,"45-64",166,1288915,0.128790494330503,NA
"Baden-Württemberg","women",2011,"15-19",116,249923,0.464142956030457,NA
"Baden-Württemberg","women",2011,"15-64",1143,3022270,0.378192550632472,0.367221810845923
"Baden-Württemberg","women",2011,"20-24",241,282501,0.853094325329822,NA
"Baden-Württemberg","women",2011,"25-29",272,273701,0.993785188947063,NA
"Baden-Württemberg","women",2011,"30-34",160,273723,0.584532538369081,NA
"Baden-Württemberg","women",2011,"35-44",174,620832,0.280269058295964,NA
"Baden-Württemberg","women",2011,"45-64",180,1321590,0.136199577781309,NA
"Baden-Württemberg","women",2012,"15-19",145,249033,0.582252151321311,NA
"Baden-Württemberg","women",2012,"15-64",1261,3035335,0.415440140874072,0.405875171661908
"Baden-Württemberg","women",2012,"20-24",236,282205,0.83627150475718,NA
"Baden-Württemberg","women",2012,"25-29",291,275768,1.05523483507876,NA
"Baden-Württemberg","women",2012,"30-34",207,278813,0.742433100321721,NA
"Baden-Württemberg","women",2012,"35-44",177,600295,0.294855029610442,NA
"Baden-Württemberg","women",2012,"45-64",205,1349221,0.151939526586082,NA
"Baden-Württemberg","women",2013,"15-19",176,246923,0.712772807717386,NA
"Baden-Württemberg","women",2013,"15-64",1473,3049947,0.482959212078111,0.470292816628333
"Baden-Württemberg","women",2013,"20-24",300,280147,1.07086636658611,NA
"Baden-Württemberg","women",2013,"25-29",313,282763,1.10693407553322,NA
"Baden-Württemberg","women",2013,"30-34",236,283211,0.833300966417265,NA
"Baden-Württemberg","women",2013,"35-44",200,583126,0.342979047409994,NA
"Baden-Württemberg","women",2013,"45-64",248,1373777,0.180524204437838,NA
"Baden-Württemberg","women",2014,"15-19",224,245271,0.913275519731236,NA
"Baden-Württemberg","women",2014,"15-64",1715,3063665,0.559787052435563,0.545335648396401
"Baden-Württemberg","women",2014,"20-24",343,279012,1.22933780625923,NA
"Baden-Württemberg","women",2014,"25-29",330,290028,1.13782117588647,NA
"Baden-Württemberg","women",2014,"30-34",285,286825,0.993637235247974,NA
"Baden-Württemberg","women",2014,"35-44",254,572536,0.443640225243478,NA
"Baden-Württemberg","women",2014,"45-64",279,1389993,0.200720435282768,NA
"Baden-Württemberg","women",2015,"15-19",268,244523,1.0960114181488,NA
"Baden-Württemberg","women",2015,"15-64",1980,3083385,0.642151401787321,0.626603012315774
"Baden-Württemberg","women",2015,"20-24",390,275944,1.41333024091845,NA
"Baden-Württemberg","women",2015,"25-29",361,299470,1.20546298460614,NA
"Baden-Württemberg","women",2015,"30-34",329,288533,1.14025085518814,NA
"Baden-Württemberg","women",2015,"35-44",312,571877,0.545571862480918,NA
"Baden-Württemberg","women",2015,"45-64",320,1403038,0.228076502560871,NA
"Baden-Württemberg","women",2016,"15-19",252,240815,1.04644644228972,NA
"Baden-Württemberg","women",2016,"15-64",2156,3102511,0.694920984969916,0.681249603042184
"Baden-Württemberg","women",2016,"20-24",440,276000,1.59420289855072,NA
"Baden-Württemberg","women",2016,"25-29",375,305407,1.22786969519363,NA
"Baden-Württemberg","women",2016,"30-34",362,292610,1.23714158777895,NA
"Baden-Württemberg","women",2016,"35-44",392,573652,0.683341119703235,NA
"Baden-Württemberg","women",2016,"45-64",335,1414027,0.23691202501791,NA
"Baden-Württemberg","women",2017,"15-19",289,235585,1.22673345077148,NA
"Baden-Württemberg","women",2017,"15-64",2585,3122775,0.827789386042862,0.810194262789794
"Baden-Württemberg","women",2017,"20-24",498,278869,1.78578472329302,NA
"Baden-Württemberg","women",2017,"25-29",475,309540,1.53453511662467,NA
"Baden-Württemberg","women",2017,"30-34",403,298423,1.35043210476404,NA
"Baden-Württemberg","women",2017,"35-44",483,579872,0.832942442470062,NA
"Baden-Württemberg","women",2017,"45-64",437,1420486,0.307641187593542,NA
"Baden-Württemberg","women",2018,"15-19",313,229927,1.36130163051751,NA
"Baden-Württemberg","women",2018,"15-64",2997,3138254,0.954989621617626,0.934046258510101
"Baden-Württemberg","women",2018,"20-24",648,278639,2.32558974156525,NA
"Baden-Württemberg","women",2018,"25-29",507,309309,1.63913756146766,NA
"Baden-Württemberg","women",2018,"30-34",485,307630,1.57656925527419,NA
"Baden-Württemberg","women",2018,"35-44",594,589402,1.00780112724422,NA
"Baden-Württemberg","women",2018,"45-64",450,1423347,0.316156214893487,NA
"Baden-Württemberg","women",2019,"15-19",371,226112,1.64077979054628,NA
"Baden-Württemberg","women",2019,"15-64",3615,3135578,1.15289748811862,1.12888201537874
"Baden-Württemberg","women",2019,"20-24",732,275393,2.65801963012858,NA
"Baden-Württemberg","women",2019,"25-29",647,304934,2.12177061265717,NA
"Baden-Württemberg","women",2019,"30-34",553,313186,1.76572388293219,NA
"Baden-Württemberg","women",2019,"35-44",737,594982,1.23869293524846,NA
"Baden-Württemberg","women",2019,"45-64",575,1420971,0.404652874689209,NA
"Baden-Württemberg","women",2020,"15-19",327,222409,1.47026424290384,NA
"Baden-Württemberg","women",2020,"15-64",3906,3139598,1.24410832214825,1.21923489384131
"Baden-Württemberg","women",2020,"20-24",805,274164,2.9361987715382,NA
"Baden-Württemberg","women",2020,"25-29",694,300199,2.31179983943984,NA
"Baden-Württemberg","women",2020,"30-34",600,320933,1.86954909591722,NA
"Baden-Württemberg","women",2020,"35-44",827,602870,1.37177169207292,NA
"Baden-Württemberg","women",2020,"45-64",653,1419023,0.460175768821224,NA
"Baden-Württemberg","women",2021,"15-19",292,218656,1.33543099663398,NA
"Baden-Württemberg","women",2021,"15-64",4349,3117190,1.39516680086873,1.37206430695322
"Baden-Württemberg","women",2021,"20-24",889,265520,3.34814703223863,NA
"Baden-Württemberg","women",2021,"25-29",804,294063,2.73410799726589,NA
"Baden-Württemberg","women",2021,"30-34",678,320904,2.112781392566,NA
"Baden-Württemberg","women",2021,"35-44",941,608257,1.5470434372313,NA
"Baden-Württemberg","women",2021,"45-64",745,1409790,0.528447499272941,NA
"Bayern","men",2009,"15-19",385,314312,1.22489755402275,NA
"Bayern","men",2009,"15-64",3349,3253827,1.02924955752104,1.00262679267766
"Bayern","men",2009,"20-24",852,314575,2.70841611698323,NA
"Bayern","men",2009,"25-29",799,315688,2.53097995489217,NA
"Bayern","men",2009,"30-34",486,295688,1.64362436081275,NA
"Bayern","men",2009,"35-44",515,716433,0.718839026119679,NA
"Bayern","men",2009,"45-64",312,1297131,0.240530833046161,NA
"Bayern","men",2010,"15-19",377,305476,1.23413950686797,NA
"Bayern","men",2010,"15-64",3481,3269122,1.06481189750643,1.0433015199566
"Bayern","men",2010,"20-24",871,321708,2.70742412373954,NA
"Bayern","men",2010,"25-29",831,313979,2.6466738221346,NA
"Bayern","men",2010,"30-34",541,303626,1.78179734278356,NA
"Bayern","men",2010,"35-44",528,686714,0.768879038435215,NA
"Bayern","men",2010,"45-64",333,1337619,0.248949813063361,NA
"Bayern","men",2011,"15-19",374,301090,1.2421535089176,NA
"Bayern","men",2011,"15-64",3944,3288603,1.19929343858167,1.18205921385267
"Bayern","men",2011,"20-24",925,327464,2.82473798646569,NA
"Bayern","men",2011,"25-29",924,317026,2.91458744708636,NA
"Bayern","men",2011,"30-34",639,310780,2.05611686723727,NA
"Bayern","men",2011,"35-44",635,661113,0.960501457390794,NA
"Bayern","men",2011,"45-64",447,1371130,0.326008474761693,NA
"Bayern","men",2012,"15-19",415,299119,1.38740768724153,NA
"Bayern","men",2012,"15-64",4329,3325063,1.30193021906653,1.28387146406274
"Bayern","men",2012,"20-24",1001,331494,3.0196624976621,NA
"Bayern","men",2012,"25-29",921,325814,2.82676619175358,NA
"Bayern","men",2012,"30-34",789,322286,2.44813612753889,NA
"Bayern","men",2012,"35-44",699,645242,1.08331447735888,NA
"Bayern","men",2012,"45-64",504,1401108,0.359715311025274,NA
"Bayern","men",2013,"15-19",478,295624,1.61691878873163,NA
"Bayern","men",2013,"15-64",5082,3361268,1.51192942663304,1.4920973099886
"Bayern","men",2013,"20-24",1091,332311,3.28306917315406,NA
"Bayern","men",2013,"25-29",1078,337411,3.19491658541067,NA
"Bayern","men",2013,"30-34",928,332988,2.7868872151549,NA
"Bayern","men",2013,"35-44",878,634301,1.38420087624014,NA
"Bayern","men",2013,"45-64",629,1428633,0.44028102388787,NA
"Bayern","men",2014,"15-19",614,295085,2.08075639222597,NA
"Bayern","men",2014,"15-64",5988,3422809,1.74944029888901,1.72070258618946
"Bayern","men",2014,"20-24",1263,335896,3.76009240955534,NA
"Bayern","men",2014,"25-29",1209,353733,3.41783209369779,NA
"Bayern","men",2014,"30-34",1080,345005,3.13038941464616,NA
"Bayern","men",2014,"35-44",1065,634710,1.67793165382616,NA
"Bayern","men",2014,"45-64",757,1458380,0.519069104074384,NA
"Bayern","men",2015,"15-19",720,294413,2.4455441845299,NA
"Bayern","men",2015,"15-64",7074,3471437,2.03777283009889,2.00583188451494
"Bayern","men",2015,"20-24",1478,332693,4.44253410802151,NA
"Bayern","men",2015,"25-29",1365,369882,3.69036611676156,NA
"Bayern","men",2015,"30-34",1292,353269,3.65726967268569,NA
"Bayern","men",2015,"35-44",1322,643327,2.05494250979673,NA
"Bayern","men",2015,"45-64",897,1477853,0.60696158548922,NA
"Bayern","men",2016,"15-19",741,292198,2.53595164922416,NA
"Bayern","men",2016,"15-64",7848,3535924,2.21950471786158,2.18182266164825
"Bayern","men",2016,"20-24",1566,337308,4.64264114696361,NA
"Bayern","men",2016,"25-29",1525,383043,3.98127625357989,NA
"Bayern","men",2016,"30-34",1387,366251,3.78702037673617,NA
"Bayern","men",2016,"35-44",1563,658050,2.37519945292911,NA
"Bayern","men",2016,"45-64",1066,1499074,0.71110565589157,NA
"Bayern","men",2017,"15-19",853,288345,2.95826180443566,NA
"Bayern","men",2017,"15-64",9320,3611793,2.58043581124389,2.52549981268093
"Bayern","men",2017,"20-24",1895,346353,5.47129662511946,NA
"Bayern","men",2017,"25-29",1745,395662,4.41033002916631,NA
"Bayern","men",2017,"30-34",1541,382020,4.03382021883671,NA
"Bayern","men",2017,"35-44",1963,681347,2.88105766958686,NA
"Bayern","men",2017,"45-64",1323,1518066,0.871503610514958,NA
"Bayern","men",2018,"15-19",884,281815,3.13680960914075,NA
"Bayern","men",2018,"15-64",10665,3662685,2.91179831189414,2.84732196792923
"Bayern","men",2018,"20-24",2170,348196,6.23212213810612,NA
"Bayern","men",2018,"25-29",1943,399202,4.86721008411782,NA
"Bayern","men",2018,"30-34",1800,397149,4.53230399673674,NA
"Bayern","men",2018,"35-44",2339,705049,3.31749991844538,NA
"Bayern","men",2018,"45-64",1529,1531274,0.998514962051207,NA
"Bayern","men",2019,"15-19",1005,274752,3.65784416491964,NA
"Bayern","men",2019,"15-64",12651,3659863,3.45668676669045,3.38610479199947
"Bayern","men",2019,"20-24",2485,345449,7.19353652782321,NA
"Bayern","men",2019,"25-29",2292,391322,5.85706911443773,NA
"Bayern","men",2019,"30-34",2156,402230,5.36011734579718,NA
"Bayern","men",2019,"35-44",2832,714491,3.96366084387347,NA
"Bayern","men",2019,"45-64",1881,1531619,1.22811221328542,NA
"Bayern","men",2020,"15-19",927,269302,3.44223214086787,NA
"Bayern","men",2020,"15-64",13792,3678589,3.74926364429405,3.67364295114942
"Bayern","men",2020,"20-24",2640,343581,7.6837776244903,NA
"Bayern","men",2020,"25-29",2544,384564,6.61528380191594,NA
"Bayern","men",2020,"30-34",2351,413934,5.67964941270831,NA
"Bayern","men",2020,"35-44",3234,730553,4.42678354616297,NA
"Bayern","men",2020,"45-64",2096,1536655,1.36400167897153,NA
"Bayern","men",2021,"15-19",829,263435,3.14688632869588,NA
"Bayern","men",2021,"15-64",14634,3669422,3.98809403769858,3.91980460772424
"Bayern","men",2021,"20-24",2560,334459,7.65415192893598,NA
"Bayern","men",2021,"25-29",2713,378373,7.17017334746401,NA
"Bayern","men",2021,"30-34",2379,414725,5.73633130387606,NA
"Bayern","men",2021,"35-44",3732,744002,5.01611554807648,NA
"Bayern","men",2021,"45-64",2421,1534428,1.57778664101541,NA
"Bayern","total",2009,"15-19",494,612648,0.80633577519228,NA
"Bayern","total",2009,"15-64",4291,6831219,0.628145576946077,0.604688396055427
"Bayern","total",2009,"20-24",1066,633598,1.68245480572855,NA
"Bayern","total",2009,"25-29",1008,653794,1.54177003765712,NA
"Bayern","total",2009,"30-34",606,622829,0.972979742433316,NA
"Bayern","total",2009,"35-44",676,1526563,0.442824829371601,NA
"Bayern","total",2009,"45-64",441,2781787,0.158531188764632,NA
"Bayern","total",2010,"15-19",478,595180,0.803118384354313,NA
"Bayern","total",2010,"15-64",4457,6858459,0.649854435231005,0.630640838959967
"Bayern","total",2010,"20-24",1079,645438,1.67173299371899,NA
"Bayern","total",2010,"25-29",1065,646814,1.64653207877381,NA
